title,notes
101,"lunedì 2 ottobre 2017
20:09

28 agosto 1979 21:00
Earnest Walter non vedeva ombra di donna da settimane. Aveva davvero perso tutto il suo fascino? Si sentiva solo. Quella sera il locale era pieno di gente. C'erano anche tante belle donne. Una in particolare l'attirava: Amanda Proust. Era la preda perfetta per la serata. Era seduta al tavolo da sola con lo sguardo un po' triste, era vestita bene e sorseggiava un Martini Dry lasciando l'impronta del rossetto sul bicchiere.
«Cosa posso portarle?»
«Scelga lei. Mi va bene tutto.»
«Le consiglio la specialità della casa. Filet mignon con salsa alla Stob. È una favola.»
«Va bene quello… E anche un altro Martini»
Earnest tornò al tavolo per portarle le ordinazioni.
«Come mai tutta sola?»
«Domani devo partire per New York. Volevo trascorrere un'ultima serata qui a Stob prima di andarmene.»
«Sei molto bella. Hai da fare questa sera? Io stacco tra poco e pensavo c'è potremmo trascorrere la serata assieme e vedere un film o bere qualcosa.»
Amanda arrossì.
«Non lo so Earnest, domani parto e non so se sia il caso di uscire insieme.»
«Dai, Amanda, su. Sappiamo entrambi come andrà a finire, non continuiamo a fingere.»
Amanda sorrise, e dopo un sorso di Martini disse: «Cosa mi proponi?»
«Potremmo guardarci un bel film insieme, magari a casa mia se ti va.»
Amanda sorrise e disse: «Ti aspetto allora.»
«Passo a prenderti io» rispose Earnest.
E scambiandosi uno sguardo di complicità, Amanda rispose sorridendo: «Come sei galante, Earnest.»"

102,"28 agosto 1979 21:00
Earnest Walter non vedeva ombra di donna da settimane. Aveva davvero perso tutto il suo fascino? Si sentiva solo. Quella sera il locale era pieno di gente. C'erano anche tante belle donne. Una in particolare l'attirava: Amanda Proust. Era la preda perfetta per la serata. Era seduta al tavolo da sola con lo sguardo un po' triste, era vestita bene e sorseggiava un Martini Dry lasciando l'impronta del rossetto sul bicchiere.
«Cosa posso portarle?»
«Scelga lei. Mi va bene tutto.»
«Le consiglio la specialità della casa. Filet mignon con salsa alla Stob. È una favola.»
«Va bene quello… E anche un altro Martini»
Earnest tornò al tavolo per portarle le ordinazioni.
«Come mai tutta sola?»
«Domani devo partire per New York. Volevo trascorrere un'ultima serata qui a Stob prima di andarmene.»
«Sei molto bella, hai da fare questa sera? Io stacco tra poco e pensavo c'è potremmo trascorrere la serata assieme e vedere un film o bere qualcosa.»
Amanda arrossì.
«Non lo so Earnest, domani parto e non so se sia il caso di uscire insieme.»
«Dai, Amanda, stai tranquilla. Prendila come un'uscita tra amici. Senza nessun tipo di impegno.»
Amanda pensò un attimo sul da farsi.
«Però dopo il film mi riporti subito a casa» accennandogli un sorriso.
«Sìsì non ti preoccupare.» le rispose Earnest dandole un bacio sulla guancia e offrendole un altro Martini."

103,"29 agosto 1979, pomeriggio ore 16:25
Debra Rome aveva ricevuto dalla madre il testimone per la direzione della Rome Baking. Una nuova vita si profila per lei, infatti grazie a questa buona posizione lavorativa Debra poteva, finalmente, ambire a costruirsi una vita dignitosa in completa autonomia. Il lavoro alla bakery gli piaceva molto e la paga gli permetteva infatti di pagarsi l'affitto dell'appartamento da sola.
Quel pomeriggio alla bakery era arrivato Lawrence Walter, tra i due c'era da tempo una buona intesa che lasciava intuire qualcosa di più, diversamente dai loro genitori i due ragazzi erano ancora troppo giovani per vedersi reciprocamente come due rivali in affari. Lawrence dopo averla salutata si complimentò per il suo nuovo incarico, così Debra colse l'occasione e prendendo lei in mano l'iniziativa gli chiese: «Che ne diresti di uscire come me questo fine settimana?»
«Questo fine settimana?» rispose un po' spiazzato Lawrence. «Mi cogli un po' alla sprovvista, Debra, ti farò sapere ma credo che forse sarebbe meglio fare un'altra volta!»
Detto questo ordinò del pane ed uscì salutandola con gentilezza."

104,"29 agosto 1979, pomeriggio ore 16:25
Debra Rome aveva ricevuto dalla madre il testimone per la direzione della Rome Baking. Una nuova vita si profila per lei, infatti grazie a questa buona posizione lavorativa Debra poteva, finalmente, ambire a costruirsi una vita dignitosa in completa autonomia. Il lavoro alla bakery gli piaceva molto e la paga gli permetteva infatti di pagarsi l'affitto dell'appartamento da sola.
Quel pomeriggio alla bakery era arrivato Lawrence Walter, tra i due c'era da tempo una buona intesa che lasciava intuire qualcosa di più, diversamente dai loro genitori i due ragazzi erano ancora troppo giovani per vedersi reciprocamente come due rivali in affari. Lawrence dopo averla salutata si complimentò per il suo nuovo incarico, così Debra colse l'occasione e prendendo lei in mano l'iniziativa gli chiese: «Che ne diresti di uscire come me questo fine settimana?»
Lawrence rimase un po' spaesato, non si aspettava certamente una domanda del genere. «Guarda Debra… Sei una ragazza molto bella ed intelligente… Ma francamente io non provo per te ciò che tu provi per me, come dire… non penso che potrebbe funzionare, non sei il mio tipo» dopodiché visibilmente imbarazzato indietreggiò fino alla porta ed uscì quasi inciampando. Debra visibilmente delusa dall'esito del suo tentativo, si recò con gli occhi gonfi nel retro del locale. era andata così, era difficile, ma doveva farsene una ragione…"

105,"29 agosto 1979, pomeriggio ore 16:25
Debra Rome aveva ricevuto dalla madre il testimone per la direzione della Rome Baking. Una nuova vita si profila per lei, infatti grazie a questa buona posizione lavorativa Debra poteva, finalmente, ambire a costruirsi una vita dignitosa in completa autonomia. Il lavoro alla bakery gli piaceva molto e la paga gli permetteva infatti di pagarsi l'affitto dell'appartamento da sola.
Quel pomeriggio alla Bakery era arrivato Lawrence Walter, tra i due c'era da tempo una buona intesa che lasciava intuire qualcosa di più, diversamente dai loro genitori i due ragazzi erano ancora troppo giovani per vedersi reciprocamente come due rivali in affari. Lawrence dopo averla salutata si complimentò per il suo nuovo incarico, così Debra colse l'occasione e prendendo lei in mano l'iniziativa gli chiese: «Che ne diresti di uscire come me questo fine settimana?»
«Ma certamente, Debra, sì mi piacerebbe molto! Anzi stavo per chiedertelo io!»
Debra non riuscì a nascondere un enorme sorriso e arrossì di colpo, così per cercare di nasconderlo gli chiese che voleva ordinare, ma Lawrence se ne era già dimenticato da un pezzo."

106,"29 agosto 1979, pomeriggio ore 16:25
Debra Rome aveva ricevuto dalla madre il testimone per la direzione della Rome Baking. Una nuova vita si profila per lei, infatti grazie a questa buona posizione lavorativa Debra poteva, finalmente, ambire a costruirsi una vita dignitosa in completa autonomia. Il lavoro alla bakery gli piaceva molto e la paga gli permetteva infatti di pagarsi l'affitto dell'appartamento da sola.
Quel pomeriggio alla bakery era arrivato Lawrence Walter, tra i due c'era da tempo una buona intesa che lasciava intuire qualcosa di più, diversamente dai loro genitori i due ragazzi erano ancora troppo giovani per vedersi reciprocamente come due rivali in affari. Lawrence dopo averla salutata si complimentò per il suo nuovo incarico, così Debra colse l'occasione e prendendo lei in mano l'iniziativa gli chiese: «Che ne diresti di uscire come me questo fine settimana?»
«Debra, tu mi piaci e forse lo hai anche capito. Mi piacerebbe tanto uscire con te ma cerchiamo di non fare accadere quello che è successo tra i nostri genitori. Noi non siamo come loro!»
Debra arrossì e offrì un croissant a Lawrence che lo smezzò e lo mangiarono assieme."

107,"3 settembre 1979, sera, ore 21:00
Lawrence aveva cambiato idea! Debra era euforica: sarebbe uscita con il ragazzo che le piaceva!
Nel pomeriggio lui le aveva telefonato ed erano rimasti d’accordo che si sarebbero visti davanti al cinema alle 21:00.
Debra uscì di casa e in pochi minuti arrivò al cinema dove Lawrence la stava aspettando.
Scelsero di vedere “A Little Romance”, un film romantico che a Debra interessava.
Verso metà film Lawrence prese la mano della ragazza e la strinse, il cuore di Debra sobbalzò. Che doveva fare? Iniziò a sudare freddo, non sapeva come comportarsi. Cercò gli occhi di Lawrence ma lui era concentrato a guardare il film. Stette immobile a fissarlo per un po’, era così bello!
Lentamente lui si girò verso di lei, probabilmente l’aveva vista con la coda dell’occhio.
«Ehi, che c’è?» chiese sorridendole.
Debra smise di ragionare per un secondo, chiuse gli occhi e si sporse verso Lawrence. Il suo sorriso che brillava nel buio della sala l’aveva stregata, tutto quello che voleva era poggiare le labbra sulle sue e sentire il profumo del suo dopobarba.
A pochi centimetri dalla realizzazione del suo intento lui la fermò posandole una mano sulle labbra, la guardò con occhi vuoti, un’espressione severa stampata in volto.
«Debra, forse hai frainteso. Tu mi piaci molto, sei carina, simpatica, ma in questo momento io non me la sento di voler una relazione, tanto meno con la figlia di Vera Rome!», poi tornò a guardare il film.
Gli occhi di Debra, ancora inchiodati al viso di lui, si riempirono di lacrime, tanto che la ragazza si alzò e uscì dal cinema di corsa. Si sedette su una panchina e cercò di calmarsi, era arrabbiata, amareggiata e si sentiva una stupida.
Si alzò dopo qualche minuto e, vedendo che Lawrence non usciva dal cinema per chiarire la faccenda, si incamminò verso casa con un muso lungo fino a terra.
«Maledetto! Come osa rifiutare un bacio da me solo perché sono figlia di Vera Rome! Idiota! Solo perché mia madre e suo padre hanno avuto dei trascorsi. Brutto scemo! Ma pensandoci è meglio così, piuttosto che stare con una persona così stupida preferisco stare sola!» pensò lei aumentando il passo.
Durante il tragitto verso casa decise che avrebbe per sempre chiuso con Lawrence e con tutta la sua famiglia."

108,"29 agosto 1979, pomeriggio ore 16:25
Debra Rome aveva ricevuto dalla madre il testimone per la direzione della Rome Baking. Una nuova vita si profila per lei, infatti grazie a questa buona posizione lavorativa Debra poteva, finalmente, ambire a costruirsi una vita dignitosa in completa autonomia. Il lavoro alla Bakery gli piaceva molto e la paga gli permetteva infatti di pagarsi l'affitto dell'appartamento da sola.
Quel pomeriggio alla bakery era arrivato Lawrence Walter, tra i due c'era da tempo una buona intesa che lasciava intuire qualcosa di più, diversamente dai loro genitori i due ragazzi erano ancora troppo giovani per vedersi reciprocamente come due rivali in affari. Lawrence dopo averla salutata si complimentò per il suo nuovo incarico, così Debra colse l'occasione e prendendo lei in mano l'iniziativa gli chiese: «Che ne diresti di uscire come me questo fine settimana?»
Lawrence la fissò a lungo, intensamente: «Mi spiace Debra, ma non penso che la nostra frequentazione sia una buona idea.»
Debra lo guardo senza capire e Lawrence continuò: «Se ci frequentassimo e le cose andassero male ne risentirebbero anche gli affari e io non voglio. Scusa.»
Lawrence fece un debole sorriso di scuse a Debbie e uscì dal negozio lasciandola sola in preda ad una rabbia accecante."

109,"4 settembre 1979, notte, 02:00
Era notte inoltrata e Lawrence Walter stava fumando una sigaretta seduto nella sua macchina, si trovava fuori dalla casa dei Rome. Aspettando Debra.
Il loro appuntamento di qualche giorno prima, era stato un successo totale: i due ragazzi erano in linea su ogni cosa, dalle passioni alla visione di vita, ed era scattato in entrambi un amore a prima vista.
Un amore che avrebbe avuto diversi problemi a funzionare a Stob, dopo tutte le vicissitudini intercorse tra le loro famiglie. C’era qualcosa in quella città che alla lunga rovinava le famiglie, i rapporti e le amicizie.
Per questo aspettava Debra, avevano deciso di abbandonare tutto e tutti, andandosene lontani. Per vivere al massimo la loro vita ed il loro amore.
Iniziava a temere che la bella ragazza ci avesse rinunciato, quando ecco che la vide uscire di casa, con due valige al seguito.
Si scambiarono un lungo bacio e caricarono in fretta e furia l’auto, nessuno li doveva vedere andarsene, misero in moto e partirono alla volta di una nuova splendida vita. Mentre sfrecciavano verso il loro futuro, un'altra coppia stava invece rientrando in città: erano Earnest Walter ed Amanda Proust.
Anche loro si erano trovati bene l’una con l’altro al loro primo appuntamento ed anche il loro era scattato il colpo di fulmine.
Ma lo vivevano in maniera diversa, dato che erano dei trentenni con una mentalità decisamente più matura di due ragazzi. Infatti una volta arrivati a casa della donna Earnest la congedò con un bacio romantico, con la speranza che avrebbero costruito qualcosa di importante assieme… L’amore ha mille colori e sfumature, dalle più chiare alle più scure, l’unica regola fondamentale è quella di viverlo e condividerlo."
